,org,person,count,keywords in emails,files
2102,Fantasy,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2103,Fantasy,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2104,Fantasy,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2105,Fantasy,Rich Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2106,Fantasy,Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2107,Fantasy,Tim Brown,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2108,Fantasy,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2109,Fantasy,Anderson,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2110,Philadelphia,George Seifert,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2111,Philadelphia,Terrell Davis,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2112,Philadelphia,Davis,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2113,Philadelphia,Ryan Leaf,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2114,Philadelphia,Ward,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2115,Philadelphia,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2116,Philadelphia,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2117,Philadelphia,Randy Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2118,Philadelphia,Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2119,Philadelphia,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2120,Philadelphia,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2121,Philadelphia,Rich Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2122,Philadelphia,Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2123,Philadelphia,Tim Brown,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2124,Philadelphia,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2125,Philadelphia,Anderson,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2126,Green Bay,Jurevicius,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, com fantasy football, reports town slaps, signed cbs, wednesday sprained, coupon code high10pc","{'38915.txt', '27308.txt', '13448.txt'}"
2127,Green Bay,Ward,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2128,Green Bay,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2129,Green Bay,Richardson,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2130,Green Bay,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2131,Green Bay,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2132,Green Bay,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2133,Green Bay,Rich Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2134,Green Bay,Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2135,Green Bay,Tim Brown,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2136,Green Bay,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2137,Green Bay,Anderson,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2138,Carolina,George Seifert,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2139,Carolina,Terrell Davis,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2140,Carolina,Davis,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2141,Carolina,Ryan Leaf,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2142,Carolina,Ward,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2143,Carolina,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2144,Carolina,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2145,Carolina,Randy Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2146,Carolina,Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2147,Carolina,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2148,Carolina,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2149,Carolina,Rich Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
